user_name,user_id,transaction_date,transaction_amount
peter225,50225,13/02/2019,1224
peter226,50226,13/02/2019,1225
peter227,50227,13/02/2019,1226
peter228,50228,13/02/2019,1227
peter229,50229,13/02/2019,1228
peter230,50230,13/02/2019,1229
peter231,50231,13/02/2019,1230
peter232,50232,13/02/2019,1231
peter233,50233,13/02/2019,1232
peter234,50234,13/02/2019,1233
peter235,50235,13/02/2019,1234
peter236,50236,13/02/2019,1235
peter237,50237,13/02/2019,1236
peter238,50238,13/02/2019,1237
peter239,50239,13/02/2019,1238
peter240,50240,13/02/2019,1239
peter241,50241,13/02/2019,1240
peter242,50242,13/02/2019,1241
peter243,50243,13/02/2019,1242
peter244,50244,13/02/2019,1243
peter245,50245,13/02/2019,1244
peter246,50246,13/02/2019,1245
peter247,50247,13/02/2019,1246
peter248,50248,13/02/2019,1247
peter249,50249,13/02/2019,1248
peter250,50250,13/02/2019,1249
peter251,50251,13/02/2019,1250
peter252,50252,13/02/2019,1251
peter253,50253,13/02/2019,1252
peter254,50254,13/02/2019,1253
peter255,50255,13/02/2019,1254
peter256,50256,13/02/2019,1255
peter257,50257,13/02/2019,1256
peter258,50258,13/02/2019,1257
peter259,50259,13/02/2019,1258
peter260,50260,13/02/2019,1259
peter261,50261,13/02/2019,1260
peter262,50262,13/02/2019,1261
peter263,50263,13/02/2019,1262
peter264,50264,13/02/2019,1263
peter265,50265,13/02/2019,1264
peter266,50266,13/02/2019,1265
peter267,50267,13/02/2019,1266
peter268,50268,13/02/2019,1267
peter269,50269,13/02/2019,1268
peter270,50270,13/02/2019,1269
peter271,50271,13/02/2019,1270
peter272,50272,13/02/2019,1271
peter273,50273,13/02/2019,1272
peter274,50274,13/02/2019,1273
peter275,50275,13/02/2019,1274
peter276,50276,13/02/2019,1275
peter277,50277,13/02/2019,1276
peter278,50278,13/02/2019,1277
peter279,50279,13/02/2019,1278
peter280,50280,13/02/2019,1279
peter281,50281,13/02/2019,1280
peter282,50282,13/02/2019,1281
peter283,50283,13/02/2019,1282
peter284,50284,13/02/2019,1283
peter285,50285,13/02/2019,1284
peter286,50286,13/02/2019,1285
peter287,50287,13/02/2019,1286
peter288,50288,13/02/2019,1287
peter289,50289,13/02/2019,1288
peter290,50290,13/02/2019,1289
peter291,50291,13/02/2019,1290
peter292,50292,13/02/2019,1291
peter293,50293,13/02/2019,1292
peter294,50294,13/02/2019,1293
peter295,50295,13/02/2019,1294
peter296,50296,13/02/2019,1295
peter297,50297,13/02/2019,1296
peter298,50298,13/02/2019,1297
peter299,50299,13/02/2019,1298
peter300,50300,13/02/2019,1299
peter301,50301,13/02/2019,1300
peter302,50302,13/02/2019,1301
peter303,50303,13/02/2019,1302
peter304,50304,13/02/2019,1303
peter305,50305,13/02/2019,1304
peter306,50306,13/02/2019,1305
peter307,50307,13/02/2019,1306
peter308,50308,13/02/2019,1307
peter309,50309,13/02/2019,1308
peter310,50310,13/02/2019,1309
peter311,50311,13/02/2019,1310
peter312,50312,13/02/2019,1311
peter313,50313,13/02/2019,1312
peter314,50314,13/02/2019,1313
peter315,50315,13/02/2019,1314
peter316,50316,13/02/2019,1315
peter317,50317,13/02/2019,1316
peter318,50318,13/02/2019,1317
peter319,50319,13/02/2019,1318
peter320,50320,13/02/2019,1319
peter321,50321,13/02/2019,1320
peter322,50322,13/02/2019,1321
peter323,50323,13/02/2019,1322
peter324,50324,13/02/2019,1323
peter325,50325,13/02/2019,1324
peter326,50326,13/02/2019,1325
peter327,50327,13/02/2019,1326
peter328,50328,13/02/2019,1327
peter329,50329,13/02/2019,1328
peter330,50330,13/02/2019,1329
peter331,50331,13/02/2019,1330
peter332,50332,13/02/2019,1331
peter333,50333,13/02/2019,1332
peter334,50334,13/02/2019,1333
peter335,50335,13/02/2019,1334
peter336,50336,13/02/2019,1335
peter337,50337,13/02/2019,1336
peter338,50338,13/02/2019,1337
peter339,50339,13/02/2019,1338
peter340,50340,13/02/2019,1339
peter341,50341,13/02/2019,1340
peter342,50342,13/02/2019,1341
peter343,50343,13/02/2019,1342
peter344,50344,13/02/2019,1343
peter345,50345,13/02/2019,1344
peter346,50346,13/02/2019,1345
peter347,50347,13/02/2019,1346
peter348,50348,13/02/2019,1347
peter349,50349,13/02/2019,1348
peter350,50350,13/02/2019,1349
peter351,50351,13/02/2019,1350
peter352,50352,13/02/2019,1351
peter353,50353,13/02/2019,1352
peter354,50354,13/02/2019,1353
peter355,50355,13/02/2019,1354
peter356,50356,13/02/2019,1355
peter357,50357,13/02/2019,1356
peter358,50358,13/02/2019,1357
peter359,50359,13/02/2019,1358
peter360,50360,13/02/2019,1359
peter361,50361,13/02/2019,1360
peter362,50362,13/02/2019,1361
peter363,50363,13/02/2019,1362
peter364,50364,13/02/2019,1363
peter365,50365,13/02/2019,1364
peter366,50366,13/02/2019,1365
peter367,50367,13/02/2019,1366
peter368,50368,13/02/2019,1367
peter369,50369,13/02/2019,1368
peter370,50370,13/02/2019,1369
peter371,50371,13/02/2019,1370
peter372,50372,13/02/2019,1371
peter373,50373,13/02/2019,1372
peter374,50374,13/02/2019,1373
peter375,50375,13/02/2019,1374
peter376,50376,13/02/2019,1375
peter377,50377,13/02/2019,1376
peter378,50378,13/02/2019,1377
peter379,50379,13/02/2019,1378
peter380,50380,13/02/2019,1379
peter381,50381,13/02/2019,1380
peter382,50382,13/02/2019,1381
peter383,50383,13/02/2019,1382
peter384,50384,13/02/2019,1383
peter385,50385,13/02/2019,1384
peter386,50386,13/02/2019,1385
peter387,50387,13/02/2019,1386
peter388,50388,13/02/2019,1387
peter389,50389,13/02/2019,1388
peter390,50390,13/02/2019,1389
peter391,50391,13/02/2019,1390
peter392,50392,13/02/2019,1391
peter393,50393,13/02/2019,1392
peter394,50394,13/02/2019,1393
peter395,50395,13/02/2019,1394
peter396,50396,13/02/2019,1395
peter397,50397,13/02/2019,1396
peter398,50398,13/02/2019,1397
peter399,50399,13/02/2019,1398
peter400,50400,13/02/2019,1399
peter401,50401,13/02/2019,1400
peter402,50402,13/02/2019,1401
peter403,50403,13/02/2019,1402
peter404,50404,13/02/2019,1403
peter405,50405,13/02/2019,1404
peter406,50406,13/02/2019,1405
peter407,50407,13/02/2019,1406
peter408,50408,13/02/2019,1407
peter409,50409,13/02/2019,1408
peter410,50410,13/02/2019,1409
peter411,50411,13/02/2019,1410
peter412,50412,13/02/2019,1411
peter413,50413,13/02/2019,1412
peter414,50414,13/02/2019,1413
peter415,50415,13/02/2019,1414
peter416,50416,13/02/2019,1415
peter417,50417,13/02/2019,1416
peter418,50418,13/02/2019,1417
peter419,50419,13/02/2019,1418
peter420,50420,13/02/2019,1419
peter421,50421,13/02/2019,1420
peter422,50422,13/02/2019,1421
peter423,50423,13/02/2019,1422
peter424,50424,13/02/2019,1423
peter425,50425,13/02/2019,1424
peter426,50426,13/02/2019,1425
peter427,50427,13/02/2019,1426
peter428,50428,13/02/2019,1427
peter429,50429,13/02/2019,1428
peter430,50430,13/02/2019,1429
peter431,50431,13/02/2019,1430
peter432,50432,13/02/2019,1431
peter433,50433,13/02/2019,1432
peter434,50434,13/02/2019,1433
peter435,50435,13/02/2019,1434
peter436,50436,13/02/2019,1435
peter437,50437,13/02/2019,1436
peter438,50438,13/02/2019,1437
peter439,50439,13/02/2019,1438
peter440,50440,13/02/2019,1439
peter441,50441,13/02/2019,1440
peter442,50442,13/02/2019,1441
peter443,50443,13/02/2019,1442
peter444,50444,13/02/2019,1443
peter445,50445,13/02/2019,1444
peter446,50446,13/02/2019,1445
peter447,50447,13/02/2019,1446
peter448,50448,13/02/2019,1447
peter449,50449,13/02/2019,1448
peter450,50450,13/02/2019,1449
peter451,50451,13/02/2019,1450
peter452,50452,13/02/2019,1451
peter453,50453,13/02/2019,1452
peter454,50454,13/02/2019,1453
peter455,50455,13/02/2019,1454
peter456,50456,13/02/2019,1455
peter457,50457,13/02/2019,1456
peter458,50458,13/02/2019,1457
peter459,50459,13/02/2019,1458
peter460,50460,13/02/2019,1459
peter461,50461,13/02/2019,1460
peter462,50462,13/02/2019,1461
peter463,50463,13/02/2019,1462
peter464,50464,13/02/2019,1463
peter465,50465,13/02/2019,1464
peter466,50466,13/02/2019,1465
peter467,50467,13/02/2019,1466
peter468,50468,13/02/2019,1467
peter469,50469,13/02/2019,1468
peter470,50470,13/02/2019,1469
peter471,50471,13/02/2019,1470
peter472,50472,13/02/2019,1471
peter473,50473,13/02/2019,1472
peter474,50474,13/02/2019,1473
peter475,50475,13/02/2019,1474
peter476,50476,13/02/2019,1475
peter477,50477,13/02/2019,1476
peter478,50478,13/02/2019,1477
peter479,50479,13/02/2019,1478
peter480,50480,13/02/2019,1479
peter481,50481,13/02/2019,1480
peter482,50482,13/02/2019,1481
peter483,50483,13/02/2019,1482
peter484,50484,13/02/2019,1483
peter485,50485,13/02/2019,1484
peter486,50486,13/02/2019,1485
peter487,50487,13/02/2019,1486
peter488,50488,13/02/2019,1487
peter489,50489,13/02/2019,1488
peter490,50490,13/02/2019,1489
peter491,50491,13/02/2019,1490
peter492,50492,13/02/2019,1491
peter493,50493,13/02/2019,1492
peter494,50494,13/02/2019,1493
peter495,50495,13/02/2019,1494
peter496,50496,13/02/2019,1495
peter497,50497,13/02/2019,1496
peter498,50498,13/02/2019,1497
peter499,50499,13/02/2019,1498
peter500,50500,13/02/2019,1499
peter501,50501,13/02/2019,1500
peter502,50502,13/02/2019,1501
peter503,50503,13/02/2019,1502
peter504,50504,13/02/2019,1503
peter505,50505,13/02/2019,1504
peter506,50506,13/02/2019,1505
peter507,50507,13/02/2019,1506
peter508,50508,13/02/2019,1507
peter509,50509,13/02/2019,1508
peter510,50510,13/02/2019,1509
peter511,50511,13/02/2019,1510
peter512,50512,13/02/2019,1511
peter513,50513,13/02/2019,1512
peter514,50514,13/02/2019,1513
peter515,50515,13/02/2019,1514
peter516,50516,13/02/2019,1515
peter517,50517,13/02/2019,1516
peter518,50518,13/02/2019,1517
peter519,50519,13/02/2019,1518
peter520,50520,13/02/2019,1519
peter521,50521,13/02/2019,1520
peter522,50522,13/02/2019,1521
peter523,50523,13/02/2019,1522
peter524,50524,13/02/2019,1523
peter525,50525,13/02/2019,1524
peter526,50526,13/02/2019,1525
peter527,50527,13/02/2019,1526
peter528,50528,13/02/2019,1527
peter529,50529,13/02/2019,1528
peter530,50530,13/02/2019,1529
peter531,50531,13/02/2019,1530
peter532,50532,13/02/2019,1531
peter533,50533,13/02/2019,1532
peter534,50534,13/02/2019,1533
peter535,50535,13/02/2019,1534
peter536,50536,13/02/2019,1535
peter537,50537,13/02/2019,1536
peter538,50538,13/02/2019,1537
peter539,50539,13/02/2019,1538
peter540,50540,13/02/2019,1539
peter541,50541,13/02/2019,1540
peter542,50542,13/02/2019,1541
peter543,50543,13/02/2019,1542
peter544,50544,13/02/2019,1543
peter545,50545,13/02/2019,1544
peter546,50546,13/02/2019,1545
peter547,50547,13/02/2019,1546
peter548,50548,13/02/2019,1547
peter549,50549,13/02/2019,1548
peter550,50550,13/02/2019,1549
peter551,50551,13/02/2019,1550
peter552,50552,13/02/2019,1551
peter553,50553,13/02/2019,1552
peter554,50554,13/02/2019,1553
peter555,50555,13/02/2019,1554
peter556,50556,13/02/2019,1555
peter557,50557,13/02/2019,1556
peter558,50558,13/02/2019,1557
peter559,50559,13/02/2019,1558
peter560,50560,13/02/2019,1559
peter561,50561,13/02/2019,1560
peter562,50562,13/02/2019,1561
peter563,50563,13/02/2019,1562
peter564,50564,13/02/2019,1563
peter565,50565,13/02/2019,1564
peter566,50566,13/02/2019,1565
peter567,50567,13/02/2019,1566
peter568,50568,13/02/2019,1567
peter569,50569,13/02/2019,1568
peter570,50570,13/02/2019,1569
peter571,50571,13/02/2019,1570
peter572,50572,13/02/2019,1571
peter573,50573,13/02/2019,1572
peter574,50574,13/02/2019,1573
peter575,50575,13/02/2019,1574
peter576,50576,13/02/2019,1575
peter577,50577,13/02/2019,1576
peter578,50578,13/02/2019,1577
peter579,50579,13/02/2019,1578
peter580,50580,13/02/2019,1579
peter581,50581,13/02/2019,1580
peter582,50582,13/02/2019,1581
peter583,50583,13/02/2019,1582
peter584,50584,13/02/2019,1583
peter585,50585,13/02/2019,1584
peter586,50586,13/02/2019,1585
peter587,50587,13/02/2019,1586
peter588,50588,13/02/2019,1587
peter589,50589,13/02/2019,1588
peter590,50590,13/02/2019,1589
peter591,50591,13/02/2019,1590
peter592,50592,13/02/2019,1591
peter593,50593,13/02/2019,1592
peter594,50594,13/02/2019,1593
peter595,50595,13/02/2019,1594
peter596,50596,13/02/2019,1595
peter597,50597,13/02/2019,1596
peter598,50598,13/02/2019,1597
peter599,50599,13/02/2019,1598
peter600,50600,13/02/2019,1599
peter601,50601,13/02/2019,1600
peter602,50602,13/02/2019,1601
peter603,50603,13/02/2019,1602
peter604,50604,13/02/2019,1603
peter605,50605,13/02/2019,1604
peter606,50606,13/02/2019,1605
peter607,50607,13/02/2019,1606
peter608,50608,13/02/2019,1607
peter609,50609,13/02/2019,1608
peter610,50610,13/02/2019,1609
peter611,50611,13/02/2019,1610
peter612,50612,13/02/2019,1611
peter613,50613,13/02/2019,1612
peter614,50614,13/02/2019,1613
peter615,50615,13/02/2019,1614
peter616,50616,13/02/2019,1615
peter617,50617,13/02/2019,1616
peter618,50618,13/02/2019,1617
peter619,50619,13/02/2019,1618
peter620,50620,13/02/2019,1619
peter621,50621,13/02/2019,1620
peter622,50622,13/02/2019,1621
peter623,50623,13/02/2019,1622
peter624,50624,13/02/2019,1623
peter625,50625,13/02/2019,1624
peter626,50626,13/02/2019,1625
peter627,50627,13/02/2019,1626
peter628,50628,13/02/2019,1627
peter629,50629,13/02/2019,1628
peter630,50630,13/02/2019,1629
peter631,50631,13/02/2019,1630
peter632,50632,13/02/2019,1631
peter633,50633,13/02/2019,1632
peter634,50634,13/02/2019,1633
peter635,50635,13/02/2019,1634
peter636,50636,13/02/2019,1635
peter637,50637,13/02/2019,1636
peter638,50638,13/02/2019,1637
peter639,50639,13/02/2019,1638
peter640,50640,13/02/2019,1639
peter641,50641,13/02/2019,1640
peter642,50642,13/02/2019,1641
peter643,50643,13/02/2019,1642
peter644,50644,13/02/2019,1643
peter645,50645,13/02/2019,1644
peter646,50646,13/02/2019,1645
peter647,50647,13/02/2019,1646
peter648,50648,13/02/2019,1647
peter649,50649,13/02/2019,1648
peter650,50650,13/02/2019,1649
peter651,50651,13/02/2019,1650
peter652,50652,13/02/2019,1651
peter653,50653,13/02/2019,1652
peter654,50654,13/02/2019,1653
peter655,50655,13/02/2019,1654
peter656,50656,13/02/2019,1655
peter657,50657,13/02/2019,1656
peter658,50658,13/02/2019,1657
peter659,50659,13/02/2019,1658
peter660,50660,13/02/2019,1659
peter661,50661,13/02/2019,1660
peter662,50662,13/02/2019,1661
peter663,50663,13/02/2019,1662
peter664,50664,13/02/2019,1663
peter665,50665,13/02/2019,1664
peter666,50666,13/02/2019,1665
peter667,50667,13/02/2019,1666
peter668,50668,13/02/2019,1667
peter669,50669,13/02/2019,1668
peter670,50670,13/02/2019,1669
peter671,50671,13/02/2019,1670
peter672,50672,13/02/2019,1671
peter673,50673,13/02/2019,1672
peter674,50674,13/02/2019,1673
peter675,50675,13/02/2019,1674
peter676,50676,13/02/2019,1675
peter677,50677,13/02/2019,1676
peter678,50678,13/02/2019,1677
peter679,50679,13/02/2019,1678
peter680,50680,13/02/2019,1679
peter681,50681,13/02/2019,1680
peter682,50682,13/02/2019,1681
peter683,50683,13/02/2019,1682
peter684,50684,13/02/2019,1683
peter685,50685,13/02/2019,1684
peter686,50686,13/02/2019,1685
peter687,50687,13/02/2019,1686
peter688,50688,13/02/2019,1687
peter689,50689,13/02/2019,1688
peter690,50690,13/02/2019,1689
peter691,50691,13/02/2019,1690
peter692,50692,13/02/2019,1691
peter693,50693,13/02/2019,1692
peter694,50694,13/02/2019,1693
peter695,50695,13/02/2019,1694
peter696,50696,13/02/2019,1695
peter697,50697,13/02/2019,1696
peter698,50698,13/02/2019,1697
peter699,50699,13/02/2019,1698
peter700,50700,13/02/2019,1699
peter701,50701,13/02/2019,1700
peter702,50702,13/02/2019,1701
peter703,50703,13/02/2019,1702
peter704,50704,13/02/2019,1703
peter705,50705,13/02/2019,1704
peter706,50706,13/02/2019,1705
peter707,50707,13/02/2019,1706
peter708,50708,13/02/2019,1707
peter709,50709,13/02/2019,1708
peter710,50710,13/02/2019,1709
peter711,50711,13/02/2019,1710
peter712,50712,13/02/2019,1711
peter713,50713,13/02/2019,1712
peter714,50714,13/02/2019,1713
peter715,50715,13/02/2019,1714
peter716,50716,13/02/2019,1715
peter717,50717,13/02/2019,1716
peter718,50718,13/02/2019,1717
peter719,50719,13/02/2019,1718
peter720,50720,13/02/2019,1719
peter721,50721,13/02/2019,1720
peter722,50722,13/02/2019,1721
peter723,50723,13/02/2019,1722
peter724,50724,13/02/2019,1723
peter725,50725,13/02/2019,1724
peter726,50726,13/02/2019,1725
peter727,50727,13/02/2019,1726
peter728,50728,13/02/2019,1727
peter729,50729,13/02/2019,1728
peter730,50730,13/02/2019,1729
peter731,50731,13/02/2019,1730
peter732,50732,13/02/2019,1731
peter733,50733,13/02/2019,1732
peter734,50734,13/02/2019,1733
peter735,50735,13/02/2019,1734
peter736,50736,13/02/2019,1735
peter737,50737,13/02/2019,1736
peter738,50738,13/02/2019,1737
peter739,50739,13/02/2019,1738
peter740,50740,13/02/2019,1739
peter741,50741,13/02/2019,1740
peter742,50742,13/02/2019,1741
peter743,50743,13/02/2019,1742
peter744,50744,13/02/2019,1743
peter745,50745,13/02/2019,1744
peter746,50746,13/02/2019,1745
peter747,50747,13/02/2019,1746
peter748,50748,13/02/2019,1747
peter749,50749,13/02/2019,1748
peter750,50750,13/02/2019,1749
peter751,50751,13/02/2019,1750
peter752,50752,13/02/2019,1751
peter753,50753,13/02/2019,1752
peter754,50754,13/02/2019,1753
peter755,50755,13/02/2019,1754
peter756,50756,13/02/2019,1755
peter757,50757,13/02/2019,1756
peter758,50758,13/02/2019,1757
peter759,50759,13/02/2019,1758
peter760,50760,13/02/2019,1759
peter761,50761,13/02/2019,1760
peter762,50762,13/02/2019,1761
peter763,50763,13/02/2019,1762
peter764,50764,13/02/2019,1763
peter765,50765,13/02/2019,1764
peter766,50766,13/02/2019,1765
peter767,50767,13/02/2019,1766
peter768,50768,13/02/2019,1767
peter769,50769,13/02/2019,1768
peter770,50770,13/02/2019,1769
peter771,50771,13/02/2019,1770
peter772,50772,13/02/2019,1771
peter773,50773,13/02/2019,1772
peter774,50774,13/02/2019,1773
peter775,50775,13/02/2019,1774
peter776,50776,13/02/2019,1775
peter777,50777,13/02/2019,1776
peter778,50778,13/02/2019,1777
peter779,50779,13/02/2019,1778
peter780,50780,13/02/2019,1779
peter781,50781,13/02/2019,1780
peter782,50782,13/02/2019,1781
peter783,50783,13/02/2019,1782
peter784,50784,13/02/2019,1783
peter785,50785,13/02/2019,1784
peter786,50786,13/02/2019,1785
peter787,50787,13/02/2019,1786
peter788,50788,13/02/2019,1787
peter789,50789,13/02/2019,1788
peter790,50790,13/02/2019,1789
peter791,50791,13/02/2019,1790
peter792,50792,13/02/2019,1791
peter793,50793,13/02/2019,1792
peter794,50794,13/02/2019,1793
peter795,50795,13/02/2019,1794
peter796,50796,13/02/2019,1795
peter797,50797,13/02/2019,1796
peter798,50798,13/02/2019,1797
peter799,50799,13/02/2019,1798
peter800,50800,13/02/2019,1799
peter801,50801,13/02/2019,1800
peter802,50802,13/02/2019,1801
peter803,50803,13/02/2019,1802
peter804,50804,13/02/2019,1803
peter805,50805,13/02/2019,1804
peter806,50806,13/02/2019,1805
peter807,50807,13/02/2019,1806
peter808,50808,13/02/2019,1807
peter809,50809,13/02/2019,1808
peter810,50810,13/02/2019,1809
peter811,50811,13/02/2019,1810
peter812,50812,13/02/2019,1811
peter813,50813,13/02/2019,1812
peter814,50814,13/02/2019,1813
peter815,50815,13/02/2019,1814
peter816,50816,13/02/2019,1815
peter817,50817,13/02/2019,1816
peter818,50818,13/02/2019,1817
peter819,50819,13/02/2019,1818
peter820,50820,13/02/2019,1819
peter821,50821,13/02/2019,1820
